TYTUL1;Lokalizacja;TYTUL2;CATEGORIA
P³atnoœæ kart¹; Kraj; 256.SF LAVARD;ODZIEZ I OBUWIE
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; LPP RESERVED 1911972;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
Przelew z rachunku; LEROY MERLIN POLSKA SP. Z O.O. SKLEP RUMIA;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
P³atnoœæ kart¹; Kraj; ZABKA Z4410 K.1;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Apteka 37;APTEKA
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; McDonalds W-wa Dolinka;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; APTEKA PANACEUM;APTEKA
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Przelew z rachunku; DAMIAN MIZERSKI;;OP£ATY RÓ¯NE
Wyp³ata w bankomacie - kod mobilny; Kraj; GRUNWALDZKA 108;BANKOMAT
P³atnoœæ kart¹; Kraj; ORLEN DOFO 02;PALIWO
P³atnoœæ kart¹; Kraj; ORLEN DOFO 02;PALIWO
P³atnoœæ kart¹; Kraj; DELTA;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; DELIKATESY OLA;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; Leroy Merlin Rumia;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; McDonalds 178 Rumia 1 G;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ORGANIC FARMA ZDROWIA;INNE
P³atnoœæ kart¹; Kraj; H AND M PIASECZNO 1;ODZIEZ I OBUWIE
Wyp³ata z bankomatu; Kraj; UL. GRZYBOWSKA 76/78;BANKOMAT
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
P³atnoœæ kart¹; Kraj; TOP MARKET/KRASICKIEGO;INNE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; DELIKATESY  EXPRESS;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PHU STUDIO S;INNE
P³atnoœæ kart¹; Kraj; DARCON FHU;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AS KRZYSZTOF ZURAWSKI;INNE
P³atnoœæ kart¹; Kraj; AS KRZYSZTOF ZURAWSKI;INNE
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; PLANET CASH PULAWSKA 46;BANKOMAT
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
Przelew z rachunku; KONTO SZKOLNE;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; AMIC POLSKA sp. z o.o.;PALIWO
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ORLEN 117;PALIWO
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; PHU KAMA;BARY RESTAURACJE OUTDOOR
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; New Gastro;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
P³atnoœæ kart¹; Kraj; PRZEMYSLAW MIROS RESTAURA;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; PIOTR CYWINSKI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; PHU TAXI GAZ S.GRADOWSKI;SAMOCHODY I KOMUNIKACJA
Przelew z rachunku; UKS NOWA IWICZNA;;OP£ATY RÓ¯NE
Przelew z rachunku; GMINA LESZNOWOLA;;OP£ATY RÓ¯NE
Przelew z rachunku; LESZNOWOLSKIE PRZEDSIÊBIORSTWO KOMU NALNE S.A.;;OP£ATY RÓ¯NE
Przelew z rachunku; GRZEGORZ SZYMCZYKIEWICZ;;OP£ATY RÓ¯NE
Przelew z rachunku; AGNIESZKA AUGUSTYN;;OP£ATY RÓ¯NE
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
Polecenie Zap³aty; ORANGE POLSKA SPOLKA AKCYJNA UL. AL. JEROZOLIMSKIE 160;;INNE
Polecenie Zap³aty; PGE OBRÓT SA O/WARSZAWA;;INNE
Polecenie Zap³aty; PGNIG OBRÓT DETALICZNY SPÓ£KA Z OGR ANICZON¥ ODPOWIEDZIALNOŒCI¥;;INNE
Przelew na rachunek; MEDVIT SP. Z O.O. PU£AWSKA 42 B;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; BP-WISLA 122;PALIWO
P³atnoœæ kart¹; Kraj; BP-STRUGA 345;PALIWO
P³atnoœæ kart¹; Kraj; BP-BALTYK 197;PALIWO
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; McDonalds 03;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; McDonalds 373 Malankowo;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUTO GAZ MYJNIA;SAMOCHODY I KOMUNIKACJA
Wyp³ata z bankomatu; Kraj; ul. Mleczarska 1;BANKOMAT
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
Przelew z rachunku; DO£ADOWANIE TELEFONU +48 784482729 T-MOBILE IDENTYFIKATOR OPERACJI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; PLANET CASH PULAWSKA 46;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Pulawska 46;BANKOMAT
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; K.A.J. Sp. z o.o. Aptek;INNE
Zlecenie sta³e; WSPÓLNOTA MAGNOLIA 1FUNDUSZREMONTOWY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; WSPÓLNOTA MIESZKANIOWA MAGNOLII 1;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew z rachunku; MEDYCYNA PRAKTYCZNA;;OP£ATY RÓ¯NE
Przelew na rachunek; GRZEGORZ MARCIN GÓRALNY DOBOSZA 10/41;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
Przelew z rachunku; PAWE£ KWIATKOWSKI;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; SODEXO Restauracja U 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
Sp³ata kredytu;;;SP£ATA KREDYTU
Sp³ata kredytu;;;SP£ATA KREDYTU
P³atnoœæ kart¹; Kraj; MCDONALD'S;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; BP-RESZKA 261;PALIWO
P³atnoœæ kart¹; Kraj; BP-MLYNEK 351;PALIWO
P³atnoœæ kart¹; Kraj; BP-MLYNEK 351;PALIWO
Zlecenie sta³e; OKRÊGOWA IZBA LEKARSKA W WARSZAWIE;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; AMER ANGLO;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew z rachunku; GOYTECH;;OP£ATY RÓ¯NE
Przelew do ZUS; ZAK£AD UBEZPIECZEÑ SPO£ECZNYCH;;INNE
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; Burger King 01;BARY RESTAURACJE OUTDOOR
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
P³atnoœæ kart¹; Kraj; STERNCHENLIEB;INNE
P³atnoœæ kart¹; Kraj; ADEG 2115;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ADEG 2115;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ADEG 2115;Zakupy Spozywcze
Op³ata;;;INNE
P³atnoœæ kart¹; Kraj; SPAR DANKT 2005;INNE
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Zlecenie sta³e; POCZTA POLSKA S.A. COF DZIA£ ABONAMENTU;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PALLOTYÑSKI SEKRETARIAT MISYJNY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Naliczenie odsetek;;;INNE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
Zlecenie sta³e; ABAX BIURO KSIÊGOWE BO¯ENA BARTUZI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew z rachunku; PAWE£ GRZEGORZ KWIATKOWSKI;;OP£ATY RÓ¯NE
Przelew na rachunek; RAIFFEISEN BANK POLSKASP??KA AKCYJN;;WYNAGRODZENIA I UZNANIA
Przelew na rachunek; RAIFFEISEN BANK POLSKASP??KA AKCYJN;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; TOP MARKET/KRASICKIEGO;INNE
P³atnoœæ kart¹; Kraj; Sklep Warzywniczy;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ADEG 2115;Zakupy Spozywcze
Przelew na rachunek; GMINNY OŒRODEK POMOCY SPO£ECZNEJ;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; BURGER KING 14328;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; BP-ORZEL 262;PALIWO
P³atnoœæ kart¹; Kraj; MC DONALD S     2020380;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; McDonalds 419 MOP Brwin;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; MICHA£ WÓJCIK;;WYNAGRODZENIA I UZNANIA
Wyp³ata z bankomatu; Kraj; ul. Pulawska 46;BANKOMAT
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; APTEKA PANACEUM;APTEKA
P³atnoœæ kart¹; Kraj; APTEKA PANACEUM;APTEKA
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; KAOWIEC JAROSLAW NOWAK;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
P³atnoœæ kart¹; Kraj; GMINNY OSRODEK SPORTU;INNE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Sklep Spozywczy 33;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SUMUP  *W-WA EURO SP ZOO;INNE
P³atnoœæ kart¹; Kraj; FRANPRIX 6395;INNE
Przelew z rachunku; DAMIAN MIZERSKI;;OP£ATY RÓ¯NE
Przelew z rachunku; FRANCISZEK BIA£K;;OP£ATY RÓ¯NE
Przelew z rachunku; GOYTECH;;OP£ATY RÓ¯NE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
Przelew na rachunek; BART£OMIEJ PIOTR STOPA;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PHU STUDIO S;INNE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Przeds. Uslug.-Ha26442;INNE
P³atnoœæ kart¹; Kraj; LA PLAGE;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; COSTA 661;BARY RESTAURACJE OUTDOOR
Przelew na rachunek; KAMIL £UKASZ JAKUBIK MAGNOLII 1L/1;;WYNAGRODZENIA I UZNANIA
Przelew z rachunku; GOYTECH;;OP£ATY RÓ¯NE
Przelew z rachunku; FRANCISZEK BIA£K;;OP£ATY RÓ¯NE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Wyp³ata z bankomatu; Kraj; ul. Pulawska 46;BANKOMAT
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; Leroy Merlin Piaseczno;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; K.A.J. Sp. z o.o. Aptek;INNE
Przelew z rachunku; GOYTECH;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; SKLEP WIELOBR. M.SAMCZU;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; FIVE O'CLOCK;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; TUIR ALLIANZ;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Przelew podatkowy; URZ¥D SKARBOWY;;INNE
Przelew na rachunek; PAWE£ GRZEGORZ KWIATKOWSKI;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; AUCHAN JANKI;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; McDonalds 468 Piaseczno;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ETNO CAFE JANKI;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; OLIKO KONRAD TRZOCH;INNE
P³atnoœæ kart¹; Kraj; DECATHLON Piaseczno;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; BP-BALTYK 197;PALIWO
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; Stacja Benzynowa;PALIWO
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; DELTA;DOM I ELEKTRONIKA
P³atnoœæ kart¹; Kraj; ORLEN 02;PALIWO
P³atnoœæ kart¹; Kraj; McDonalds 419 MOP Brwin;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
P³atnoœæ kart¹; Kraj; McDonalds 178 Rumia 1 G;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; ORLEN;PALIWO
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Grunwaldzka 2;BANKOMAT
Wyp³ata z bankomatu; Kraj; UL.WARSZAWSKA 95;BANKOMAT
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 2901;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; ALMECO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; K.A.J. Sp. z o.o. Aptek;INNE
P³atnoœæ kart¹; Kraj; LPP RESERVED 1911972;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; H AND M PIASECZNO 4;ODZIEZ I OBUWIE
P³atnoœæ kart¹; Kraj; ANEMAR;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; CCC;ODZIEZ I OBUWIE
Przelew na rachunek; MAREK RUDZKI UL. ENERGETYCZNA 9/244 05-500 PIASECZNO;;WYNAGRODZENIA I UZNANIA
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
Op³ata;;;INNE
Przelew z rachunku; LEROY MERLIN POLSKA SP. Z O.O.;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj;" Sklep ""JOLA""";Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; IMA PHARMA SP.Z O.O.;INNE
P³atnoœæ kart¹; Kraj; CH AUCHAN;BARY RESTAURACJE OUTDOOR
Przelew z rachunku; GRZEGORZ SZYMCZYKIEWICZ;;OP£ATY RÓ¯NE
Przelew z rachunku; PLUM SZKO£A P£YWANIA;;OP£ATY RÓ¯NE
Przelew z rachunku; DAMIAN MIZERSKI;;OP£ATY RÓ¯NE
Przelew na rachunek; MEDVIT SP. Z O.O. PU£AWSKA 42 B;;WYNAGRODZENIA I UZNANIA
Przelew na rachunek; DANIEL MARCIN KUREC UL. OWOCOWY SAD 37 M. 1;;WYNAGRODZENIA I UZNANIA
Wyp³ata z bankomatu; Kraj; ul. Graniczna 13;BANKOMAT
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; U ZRODLA SP. Z O.O.;BARY RESTAURACJE OUTDOOR
P³atnoœæ web - kod mobilny; Adres;;ZAKUPY INTERNET
Przelew na rachunek; SIDORUK WOJCIECH MAGNOLII 2B M.1;;WYNAGRODZENIA I UZNANIA
Polecenie Zap³aty; T-MOBILE POLSKA S.A. MARYNARSKA 12;;INNE
Polecenie Zap³aty; PGE OBRÓT SA O/WARSZAWA;;INNE
P³atnoœæ kart¹; Kraj; PEPCO 110166 PIASECZNO 2;ODZIEZ I OBUWIE
Przelew z rachunku; MARYNISTYKA GROUP;;OP£ATY RÓ¯NE
Przelew z rachunku; GMINA LESZNOWOLA;;OP£ATY RÓ¯NE
Przelew z rachunku; PATRYK SZCZEŒNIAK SCHODYZMETALU;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 62 A;BANKOMAT
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; Apteka FARM-JED 01;APTEKA
P³atnoœæ kart¹; Kraj; Koleje Mazowieckie KM;INNE
Wyp³ata z bankomatu; Kraj; Al. Jerozolimskie 60;BANKOMAT
P³atnoœæ kart¹; Kraj; MPSA - A 164;INNE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; K.A.J. Sp. z o.o. Aptek;INNE
P³atnoœæ kart¹; Kraj; CYGARO Ewa Kafar;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; EMEL SP. Z O.O.;INNE
P³atnoœæ kart¹; Kraj; LODOWICKO LESZNOWOLA;INNE
P³atnoœæ kart¹; Kraj; LODOWICKO LESZNOWOLA;INNE
Wyp³ata z bankomatu; Kraj; UL. PULAWSKA 46;BANKOMAT
Polecenie Zap³aty; ORANGE POLSKA SPOLKA AKCYJNA UL. AL. JEROZOLIMSKIE 160;;INNE
P³atnoœæ kart¹; Kraj; LODOWICKO LESZNOWOLA;INNE
P³atnoœæ kart¹; Kraj; JMP S.A. BIEDRONKA 4108;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
P³atnoœæ kart¹; Kraj; CARREFOUR EXPRESS;Zakupy Spozywcze
Zlecenie sta³e; WSPÓLNOTA MAGNOLIA 1FUNDUSZREMONTOWY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; WSPÓLNOTA MIESZKANIOWA MAGNOLII 1;;ZLECENIA STA£E I SP£ATY KREDYTÓW
P³atnoœæ kart¹; Kraj; McDonalds 393 Katowi 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; Restauracja SUBWAY C 01;BARY RESTAURACJE OUTDOOR
P³atnoœæ kart¹; Kraj; APTEKA PATICARIUS;APTEKA
P³atnoœæ kart¹; Kraj; Apteka Na Dworcu;APTEKA
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
Wyp³ata z bankomatu; Kraj; Plac Szewczyka 1;BANKOMAT
Wyp³ata z bankomatu; Kraj; ul. Krasickiego 44;BANKOMAT
Sp³ata kredytu;;;SP£ATA KREDYTU
Sp³ata kredytu;;;SP£ATA KREDYTU
P³atnoœæ kart¹; Kraj; GTC SA AUTOSTRADA A1;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; BP-WRZESZCZ 283;PALIWO
P³atnoœæ kart¹; Kraj; ORLEN 01;PALIWO
P³atnoœæ kart¹; Kraj; ORLEN DOFO 02;PALIWO
P³atnoœæ kart¹; Kraj; LOTOS SF228 K.2;PALIWO
P³atnoœæ kart¹; Kraj; BP-KUJAWY 216;PALIWO
Zlecenie sta³e; OKRÊGOWA IZBA LEKARSKA W WARSZAWIE;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; AMER ANGLO;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew do ZUS; ZAK£AD UBEZPIECZEÑ SPO£ECZNYCH;;INNE
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Przelew z rachunku; UKS NOWA IWICZNA;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; AUCHAN;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; SHELL;PALIWO
P³atnoœæ kart¹; Kraj; AUTO GAZ MYJNIA;SAMOCHODY I KOMUNIKACJA
P³atnoœæ kart¹; Kraj; APTEKA PATICARIUS 01;APTEKA
Op³ata;;;INNE
Przelew z rachunku; RENATA KWIATKOWSKA;;OP£ATY RÓ¯NE
Przelew z rachunku; MARSZA£EK WOJEWODZCTWA MAZOWIECKIEG I;;OP£ATY RÓ¯NE
P³atnoœæ kart¹; Kraj; AUCHAN Piaseczno;Zakupy Spozywcze
Przelew z rachunku; ADAM;;OP£ATY RÓ¯NE
Zlecenie sta³e; POCZTA POLSKA S.A. COF DZIA£ ABONAMENTU;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PAWE£ KWIATKOWSKI;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Zlecenie sta³e; PALLOTYÑSKI SEKRETARIAT MISYJNY;;ZLECENIA STA£E I SP£ATY KREDYTÓW
Naliczenie odsetek;;;INNE
P³atnoœæ kart¹; Kraj; SUPER-PHARM STARA IWICZ;INNE
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
Przelew na rachunek; RAIFFEISEN BANK POLSKASP??KA AKCYJN;;WYNAGRODZENIA I UZNANIA
P³atnoœæ kart¹; Kraj; LIDL OKULICKIEGO;Zakupy Spozywcze
P³atnoœæ kart¹; Kraj; PayU*Allegro;INNE
